producto_id,categoria,marca,temporada,talla,color,precio_original,porcentaje_descuento,precio_actual,fecha_compra,cantidad_stock,calificacion_cliente,devolucion,motivo_devolucion
FB000545,Ropa de abrigo,Ann Taylor,Otoño,M,Navy,229.04,0.0,229.04,2025-08-06,5,4.5,No,
FB000546,Accesorios,Ann Taylor,Invierno,,Gray,38.65,32.6,26.05,2025-08-06,46,1.1,No,
FB000547,Pantalones,Banana Republic,Primavera,XS,Pink,80.82,0.0,80.82,2025-02-11,42,,No,
FB000548,Accesorios,Uniqlo,Primavera,,Beige,56.44,0.0,56.44,2025-03-18,35,4.0,No,
FB000549,Vestidos,Zara,Otoño,M,Beige,121.3,0.0,121.3,2025-08-06,33,2.3,No,
FB000550,Pantalones,Gap,Otoño,,Black,101.98,28.4,73.02,2025-08-06,40,4.5,No,
FB000551,Pantalones,Banana Republic,Primavera,L,Red,89.99,0.0,89.99,2025-02-28,26,4.1,No,
FB000552,Zapatos,Forever21,Verano,XXL,Green,64.31,34.5,42.12,2025-08-06,48,4.5,No,
FB000553,Vestidos,Zara,Primavera,L,Beige,168.92,0.0,168.92,2025-07-14,11,4.4,No,
FB000554,Pantalones,Gap,Verano,XL,Navy,86.46,49.5,43.66,2025-08-06,19,4.3,No,
FB000555,Tops,Forever21,Invierno,XS,Red,36.84,18.9,29.88,2025-08-06,39,1.2,No,
FB000556,Tops,Ann Taylor,Primavera,XS,Pink,38.5,0.0,38.5,2025-03-06,2,3.2,No,
FB000557,Pantalones,Mango,Invierno,,Beige,68.02,37.7,42.38,2025-08-06,40,2.1,No,
FB000558,Vestidos,Uniqlo,Otoño,M,Brown,117.23,0.0,117.23,2025-08-06,30,,Si,Cambio de opinión
FB000559,Tops,Ann Taylor,Primavera,S,Navy,79.33,0.0,79.33,2025-01-30,10,3.4,Si,Cambio de opinión
FB000560,Pantalones,Mango,Verano,L,Green,75.82,42.7,43.44,2025-08-06,11,2.0,No,
FB000561,Vestidos,Ann Taylor,Primavera,M,White,141.42,0.0,141.42,2025-03-25,10,2.5,No,
FB000562,Zapatos,Uniqlo,Primavera,L,Black,124.2,0.0,124.2,2024-08-28,24,1.0,No,
FB000563,Pantalones,Forever21,Invierno,L,Navy,48.42,0.0,48.42,2025-08-06,6,4.3,No,
FB000564,Vestidos,H&M,Otoño,XS,Gray,119.4,0.0,119.4,2025-08-06,45,4.2,No,
FB000565,Zapatos,Mango,Verano,M,Brown,186.07,0.0,186.07,2025-08-06,41,2.6,No,
FB000566,Zapatos,Mango,Verano,XL,Brown,109.46,0.0,109.46,2025-08-06,38,4.1,No,
FB000567,Vestidos,Gap,Invierno,S,Gray,116.18,42.7,66.57,2025-08-06,3,3.5,No,
FB000568,Accesorios,Zara,Invierno,,Green,41.29,26.3,30.43,2025-08-06,5,4.7,No,
FB000569,Tops,Uniqlo,Invierno,S,Green,94.68,45.0,52.07,2025-08-06,47,2.6,No,
FB000570,Accesorios,Zara,Primavera,,White,48.55,32.7,32.67,2024-10-01,39,2.8,No,
FB000571,Tops,Gap,Verano,M,Purple,75.22,0.0,75.22,2025-08-06,22,2.1,Si,Problema de tamaño
FB000572,Zapatos,H&M,Verano,XS,White,98.95,30.3,68.97,2025-08-06,16,,No,
FB000573,Tops,H&M,Primavera,XL,Brown,39.56,0.0,39.56,2025-01-21,15,,No,
FB000574,Ropa de abrigo,Uniqlo,Invierno,S,White,153.88,0.0,153.88,2025-08-06,42,2.2,No,
FB000575,Accesorios,Ann Taylor,Verano,,Beige,68.87,0.0,68.87,2025-08-06,9,1.1,No,
FB000576,Pantalones,Ann Taylor,Otoño,M,Pink,25.56,38.9,15.62,2025-08-06,48,,No,
FB000577,Ropa de abrigo,H&M,Otoño,XXL,White,246.49,0.0,246.49,2025-08-06,20,4.8,No,
FB000578,Accesorios,H&M,Otoño,,Green,52.41,0.0,52.41,2025-08-06,14,,No,
FB000579,Tops,Zara,Verano,M,Navy,33.77,0.0,33.77,2025-08-06,12,3.8,No,
FB000580,Zapatos,H&M,Verano,M,Pink,96.7,0.0,96.7,2025-08-06,28,3.0,No,
FB000581,Vestidos,H&M,Primavera,M,Red,95.81,0.0,95.81,2025-05-09,47,4.9,No,
FB000582,Tops,Gap,Otoño,M,Brown,41.58,0.0,41.58,2025-08-06,3,1.6,No,
FB000583,Tops,Uniqlo,Verano,XL,Gray,46.67,6.6,43.59,2025-08-06,35,1.3,Si,Problema de calidad
FB000584,Pantalones,Zara,Invierno,L,Beige,25.98,59.4,10.55,2025-08-06,40,,No,
FB000585,Ropa de abrigo,Uniqlo,Verano,L,Beige,204.82,14.0,176.15,2025-08-06,27,3.8,No,
FB000586,Tops,Zara,Invierno,XXL,Pink,43.43,47.1,22.97,2025-08-06,44,4.7,No,
FB000587,Accesorios,H&M,Verano,,Blue,40.5,40.5,24.1,2025-08-06,25,2.9,No,
FB000588,Pantalones,Forever21,Invierno,M,Red,73.59,16.6,61.37,2025-08-06,34,4.0,No,
FB000589,Accesorios,Ann Taylor,Verano,,Navy,17.67,0.0,17.67,2025-08-06,29,4.3,No,
FB000590,Vestidos,Gap,Invierno,S,Green,70.01,28.0,50.41,2025-08-06,23,,No,
FB000591,Zapatos,Mango,Otoño,XS,Red,79.32,33.7,52.59,2025-08-06,38,3.0,Si,Problema de tamaño
FB000592,Accesorios,Zara,Verano,,Beige,45.24,0.0,45.24,2025-08-06,20,3.0,Si,Problema de calidad
FB000593,Tops,H&M,Verano,XXL,Red,63.51,13.6,54.87,2025-08-06,19,,No,
FB000594,Pantalones,Ann Taylor,Invierno,XXL,White,55.23,33.6,36.67,2025-08-06,9,,No,
FB000595,Vestidos,Banana Republic,Otoño,M,Navy,137.59,0.0,137.59,2025-08-06,18,,No,
FB000596,Zapatos,H&M,Otoño,,White,65.8,0.0,65.8,2025-08-06,46,3.2,No,
FB000597,Zapatos,Uniqlo,Invierno,XL,Blue,88.42,0.0,88.42,2025-08-06,44,3.4,Si,Dañado
FB000598,Vestidos,Mango,Otoño,M,Red,75.54,0.0,75.54,2025-08-06,6,4.6,No,
FB000599,Zapatos,H&M,Primavera,L,White,185.13,0.0,185.13,2025-05-09,49,4.9,No,
FB000600,Ropa de abrigo,Mango,Otoño,L,Black,132.58,0.0,132.58,2025-08-06,45,1.6,No,
FB000601,Pantalones,Zara,Otoño,M,White,93.38,0.0,93.38,2025-08-06,7,3.5,No,
FB000602,Accesorios,Ann Taylor,Otoño,,Black,47.28,0.0,47.28,2025-08-06,38,4.2,No,
FB000603,Pantalones,Banana Republic,Primavera,L,Green,59.88,0.0,59.88,2024-10-12,33,2.9,No,
FB000604,Vestidos,H&M,Invierno,XXL,Black,140.07,0.0,140.07,2025-08-06,15,2.7,No,
FB000605,Accesorios,Uniqlo,Invierno,,Black,66.6,0.0,66.6,2025-08-06,47,4.0,No,
FB000606,Accesorios,Gap,Verano,,Purple,39.82,35.4,25.72,2025-08-06,9,4.6,No,
FB000607,Accesorios,Zara,Otoño,,Red,70.74,0.0,70.74,2025-08-06,49,1.8,No,
FB000608,Vestidos,Zara,Primavera,M,Red,95.33,0.0,95.33,2025-06-07,36,,Si,Problema de calidad
FB000609,Accesorios,Forever21,Primavera,,Red,32.62,29.1,23.13,2025-07-27,9,1.4,No,
FB000610,Pantalones,Mango,Verano,XL,Purple,41.07,0.0,41.07,2025-08-06,10,4.8,No,
FB000611,Pantalones,Zara,Invierno,XL,Gray,43.1,0.0,43.1,2025-08-06,34,4.9,No,
FB000612,Ropa de abrigo,Ann Taylor,Invierno,XXL,Navy,102.03,27.9,73.56,2025-08-06,21,2.2,Si,Problema de tamaño
FB000613,Accesorios,Mango,Invierno,,Red,54.11,0.0,54.11,2025-08-06,15,2.6,No,
FB000614,Accesorios,Mango,Invierno,,Purple,43.5,0.0,43.5,2025-08-06,35,2.8,No,
FB000615,Accesorios,Banana Republic,Invierno,,Pink,66.0,0.0,66.0,2025-08-06,19,2.6,No,
FB000616,Pantalones,Banana Republic,Verano,M,White,38.85,0.0,38.85,2025-08-06,10,3.8,No,
FB000617,Accesorios,Zara,Verano,,Beige,61.29,0.0,61.29,2025-08-06,15,4.0,No,
FB000618,Pantalones,H&M,Primavera,XS,Beige,90.66,0.0,90.66,2025-03-20,49,2.4,Si,Discrepancia de color
FB000619,Vestidos,Mango,Otoño,XL,Green,119.96,0.0,119.96,2025-08-06,5,5.0,No,
FB000620,Zapatos,Forever21,Otoño,XXL,Red,130.21,0.0,130.21,2025-08-06,50,4.7,No,
FB000621,Tops,Banana Republic,Invierno,XS,Red,49.68,0.0,49.68,2025-08-06,15,2.8,No,
FB000622,Accesorios,Zara,Primavera,,Purple,46.58,0.0,46.58,2024-09-25,42,1.7,No,
FB000623,Accesorios,Mango,Verano,,Brown,69.88,0.0,69.88,2025-08-06,8,2.8,No,
FB000624,Accesorios,Forever21,Otoño,,Green,32.15,0.0,32.15,2025-08-06,17,1.9,Si,Problema de calidad
FB000625,Pantalones,Forever21,Verano,S,Black,36.34,0.0,36.34,2025-08-06,6,4.5,Si,Dañado
FB000626,Pantalones,Mango,Otoño,M,Beige,93.01,0.0,93.01,2025-08-06,34,1.4,No,
FB000627,Tops,Gap,Invierno,S,Brown,75.0,0.0,75.0,2025-08-06,19,1.6,No,
FB000628,Ropa de abrigo,Zara,Otoño,M,Blue,81.63,12.4,71.51,2025-08-06,3,,No,
FB000629,Pantalones,Uniqlo,Primavera,XL,Gray,109.81,0.0,109.81,2025-07-24,17,1.9,No,
FB000630,Pantalones,Ann Taylor,Otoño,,Black,47.7,0.0,47.7,2025-08-06,14,2.3,No,
FB000631,Tops,Banana Republic,Invierno,S,Red,96.08,0.0,96.08,2025-08-06,7,2.5,No,
FB000632,Tops,H&M,Invierno,XS,Brown,28.0,2.6,27.27,2025-08-06,2,,No,
FB000633,Pantalones,Zara,Invierno,S,Brown,52.43,6.4,49.07,2025-08-06,42,2.6,No,
FB000634,Accesorios,Gap,Verano,,Pink,67.95,18.3,55.52,2025-08-06,37,,No,
FB000635,Vestidos,Ann Taylor,Otoño,,Red,131.92,0.0,131.92,2025-08-06,10,2.5,No,
FB000636,Ropa de abrigo,Ann Taylor,Primavera,XS,White,205.77,0.0,205.77,2025-01-31,38,1.0,No,
FB000637,Tops,Uniqlo,Invierno,XL,White,97.88,11.3,86.82,2025-08-06,27,1.3,No,
FB000638,Zapatos,Zara,Verano,L,Gray,109.55,0.0,109.55,2025-08-06,32,1.4,No,
FB000639,Pantalones,Zara,Otoño,L,Gray,52.94,10.6,47.33,2025-08-06,50,2.7,No,
FB000640,Pantalones,Banana Republic,Invierno,XS,Pink,70.83,18.0,58.08,2025-08-06,21,2.9,No,
FB000641,Vestidos,Mango,Otoño,L,Navy,53.17,0.0,53.17,2025-08-06,14,4.5,Si,Cambio de opinión
FB000642,Pantalones,Banana Republic,Verano,XS,Beige,119.56,46.2,64.32,2025-08-06,14,,No,
FB000643,Vestidos,Mango,Invierno,S,Blue,144.43,0.0,144.43,2025-08-06,41,3.6,No,
FB000644,Ropa de abrigo,Mango,Primavera,S,Purple,172.93,0.0,172.93,2025-04-12,43,4.7,Si,Problema de calidad
FB000645,Ropa de abrigo,Gap,Invierno,XL,Beige,191.95,40.4,114.4,2025-08-06,21,2.9,No,
FB000646,Vestidos,H&M,Invierno,M,Black,128.56,0.0,128.56,2025-08-06,45,2.4,No,
FB000647,Vestidos,H&M,Verano,L,White,123.08,53.0,57.85,2025-08-06,38,2.5,No,
FB000648,Ropa de abrigo,Ann Taylor,Primavera,S,Purple,119.78,0.0,119.78,2025-04-04,22,1.5,Si,Discrepancia de color
FB000649,Pantalones,Banana Republic,Verano,XS,White,110.6,0.0,110.6,2025-08-06,19,,Si,Discrepancia de color
FB000650,Tops,Zara,Primavera,S,Purple,58.16,0.0,58.16,2025-07-02,29,4.1,No,
FB000651,Ropa de abrigo,Mango,Otoño,S,Green,208.82,0.0,208.82,2025-08-06,45,1.8,No,
FB000652,Zapatos,Ann Taylor,Invierno,M,Black,192.74,0.0,192.74,2025-08-06,43,4.3,No,
FB000653,Accesorios,Gap,Otoño,,Red,71.82,18.4,58.61,2025-08-06,50,1.9,No,
FB000654,Zapatos,Zara,Verano,XS,Red,145.4,0.0,145.4,2025-08-06,14,2.0,No,
FB000655,Pantalones,Mango,Verano,XXL,Brown,51.94,0.0,51.94,2025-08-06,9,3.2,No,
FB000656,Accesorios,Ann Taylor,Primavera,,Black,77.48,0.0,77.48,2024-10-07,49,3.3,Si,Problema de calidad
FB000657,Vestidos,Mango,Verano,L,Black,59.66,45.2,32.69,2025-08-06,14,2.6,No,
FB000658,Pantalones,Uniqlo,Verano,S,Red,102.07,0.0,102.07,2025-08-06,26,,Si,Discrepancia de color
FB000659,Accesorios,Banana Republic,Primavera,,Gray,48.57,0.0,48.57,2024-12-06,12,4.7,No,
FB000660,Zapatos,Gap,Verano,M,Navy,121.55,0.0,121.55,2025-08-06,16,,Si,Dañado
FB000661,Accesorios,Ann Taylor,Invierno,,Navy,59.22,44.8,32.69,2025-08-06,21,2.0,No,
FB000662,Tops,Ann Taylor,Primavera,XS,Beige,58.5,2.1,57.27,2025-05-23,24,3.9,No,
FB000663,Accesorios,Forever21,Otoño,,Green,73.85,0.0,73.85,2025-08-06,46,2.0,No,
FB000664,Pantalones,H&M,Verano,XXL,Red,114.32,36.5,72.59,2025-08-06,41,4.1,No,
FB000665,Pantalones,Forever21,Verano,XS,Gray,91.4,11.0,81.35,2025-08-06,18,1.6,No,
FB000666,Accesorios,Forever21,Invierno,,Navy,69.77,0.0,69.77,2025-08-06,30,,Si,Discrepancia de color
FB000667,Tops,H&M,Verano,L,Black,72.95,0.0,72.95,2025-08-06,27,4.8,No,
FB000668,Pantalones,Ann Taylor,Verano,XL,Beige,63.99,42.2,36.99,2025-08-06,35,3.2,No,
FB000669,Vestidos,Banana Republic,Verano,XL,Blue,74.84,51.9,36.0,2025-08-06,35,2.5,No,
FB000670,Ropa de abrigo,H&M,Primavera,XS,Black,158.84,0.0,158.84,2025-04-16,30,4.6,No,
FB000671,Zapatos,Mango,Primavera,M,Brown,96.36,58.6,39.89,2025-02-10,16,3.9,No,
FB000672,Pantalones,H&M,Primavera,XS,Purple,51.06,13.9,43.96,2024-08-16,16,1.3,No,
FB000673,Pantalones,Banana Republic,Verano,L,Navy,49.75,26.4,36.62,2025-08-06,24,3.8,No,
FB000674,Vestidos,Mango,Primavera,XS,Pink,148.98,0.0,148.98,2024-10-26,11,2.2,Si,Artículo incorrecto
FB000675,Accesorios,Gap,Invierno,,Gray,72.24,0.0,72.24,2025-08-06,35,4.1,No,
FB000676,Tops,Mango,Invierno,XS,Blue,94.92,0.0,94.92,2025-08-06,5,3.3,No,
FB000677,Ropa de abrigo,Banana Republic,Otoño,XXL,Brown,91.08,0.0,91.08,2025-08-06,47,4.9,No,
FB000678,Accesorios,Banana Republic,Otoño,,Brown,49.72,58.3,20.73,2025-08-06,4,1.6,No,
FB000679,Accesorios,Gap,Invierno,,Purple,23.09,7.1,21.45,2025-08-06,11,1.2,No,
FB000680,Accesorios,Zara,Primavera,,Red,49.95,0.0,49.95,2024-09-17,29,4.3,No,
FB000681,Accesorios,Forever21,Invierno,,Green,25.7,0.0,25.7,2025-08-06,38,3.2,Si,Problema de calidad
FB000682,Zapatos,Mango,Verano,XS,Green,175.22,0.0,175.22,2025-08-06,8,4.9,No,
FB000683,Pantalones,Ann Taylor,Verano,XS,Gray,37.57,0.0,37.57,2025-08-06,18,1.9,No,
FB000684,Ropa de abrigo,Zara,Primavera,M,Green,245.87,0.0,245.87,2025-06-24,27,2.6,No,
FB000685,Pantalones,Banana Republic,Invierno,XS,Red,116.92,0.0,116.92,2025-08-06,13,3.2,No,
FB000686,Vestidos,Ann Taylor,Invierno,L,Pink,103.11,0.0,103.11,2025-08-06,17,,No,
FB000687,Ropa de abrigo,Uniqlo,Otoño,M,Purple,238.89,0.5,237.7,2025-08-06,28,2.7,No,
FB000688,Zapatos,Uniqlo,Verano,XS,Pink,86.81,12.6,75.87,2025-08-06,6,1.7,No,
FB000689,Pantalones,Mango,Verano,XS,Blue,58.8,11.8,51.86,2025-08-06,8,,No,
FB000690,Pantalones,Ann Taylor,Primavera,XL,Beige,41.65,52.0,19.99,2025-05-16,20,1.2,No,
FB000691,Tops,H&M,Primavera,XL,Black,61.67,46.4,33.06,2025-07-15,50,2.7,No,
FB000692,Pantalones,H&M,Otoño,XS,Black,40.39,0.0,40.39,2025-08-06,16,,No,
FB000693,Tops,Ann Taylor,Otoño,XXL,Purple,95.13,45.4,51.94,2025-08-06,46,2.5,No,
FB000694,Pantalones,Zara,Otoño,S,Green,115.14,0.0,115.14,2025-08-06,43,2.5,No,
FB000695,Tops,H&M,Verano,,Beige,59.58,0.0,59.58,2025-08-06,27,3.3,No,
FB000696,Zapatos,Uniqlo,Primavera,M,Purple,169.89,0.0,169.89,2025-07-14,12,1.2,No,
FB000697,Zapatos,Mango,Invierno,S,Black,117.38,22.5,90.97,2025-08-06,42,2.8,Si,Discrepancia de color
FB000698,Tops,Mango,Invierno,S,Pink,118.95,0.0,118.95,2025-08-06,18,1.9,Si,Problema de calidad
FB000699,Accesorios,Uniqlo,Otoño,,Red,39.3,0.0,39.3,2025-08-06,39,,No,
FB000700,Tops,H&M,Invierno,L,Beige,74.3,0.0,74.3,2025-08-06,31,3.8,Si,Artículo incorrecto
FB000701,Pantalones,H&M,Primavera,XS,Brown,62.97,0.0,62.97,2025-05-26,5,3.5,No,
FB000702,Accesorios,H&M,Verano,,Gray,73.6,0.0,73.6,2025-08-06,1,1.8,No,
FB000703,Accesorios,Mango,Primavera,,Black,77.85,34.9,50.68,2025-08-05,11,,No,
FB000704,Tops,Forever21,Verano,,Red,94.31,0.0,94.31,2025-08-06,20,3.0,No,
FB000705,Pantalones,Ann Taylor,Primavera,,Navy,60.36,0.0,60.36,2024-09-01,35,3.3,No,
FB000706,Pantalones,Mango,Verano,XXL,Brown,94.85,0.0,94.85,2025-08-06,28,1.5,No,
FB000707,Accesorios,Uniqlo,Invierno,,Blue,30.52,7.9,28.11,2025-08-06,43,4.7,No,
FB000708,Vestidos,Mango,Verano,XS,Navy,97.06,0.0,97.06,2025-08-06,24,3.9,No,
FB000709,Pantalones,Forever21,Verano,M,Purple,57.85,35.4,37.37,2025-08-06,17,,No,
FB000710,Tops,Zara,Otoño,M,White,51.35,19.7,41.23,2025-08-06,39,1.3,No,
FB000711,Accesorios,Ann Taylor,Primavera,,Black,61.34,45.4,33.49,2025-02-03,46,,No,
FB000712,Ropa de abrigo,Banana Republic,Verano,L,Purple,189.28,0.0,189.28,2025-08-06,41,2.7,Si,Artículo incorrecto
FB000713,Tops,Banana Republic,Verano,XXL,Purple,86.67,35.8,55.64,2025-08-06,2,4.9,No,
FB000714,Pantalones,Ann Taylor,Primavera,S,Navy,102.84,0.0,102.84,2024-09-10,27,1.8,No,
FB000715,Ropa de abrigo,Zara,Otoño,XXL,Green,225.21,0.0,225.21,2025-08-06,27,3.1,Si,Cambio de opinión
FB000716,Vestidos,Uniqlo,Invierno,XL,Gray,48.91,27.8,35.31,2025-08-06,0,4.1,No,
FB000717,Ropa de abrigo,Forever21,Otoño,L,Pink,145.93,0.0,145.93,2025-08-06,19,1.5,No,
FB000718,Ropa de abrigo,Banana Republic,Invierno,,Green,225.92,43.7,127.19,2025-08-06,30,3.2,No,
FB000719,Ropa de abrigo,Uniqlo,Verano,XL,Green,202.18,39.7,121.91,2025-08-06,20,4.1,No,
FB000720,Tops,Uniqlo,Otoño,XL,Blue,51.85,0.0,51.85,2025-08-06,28,,No,
FB000721,Tops,Uniqlo,Verano,L,Gray,75.34,0.0,75.34,2025-08-06,21,,No,
FB000722,Zapatos,Gap,Primavera,S,Pink,92.09,54.9,41.53,2025-01-19,44,2.2,No,
FB000723,Accesorios,Zara,Otoño,,Blue,56.39,0.0,56.39,2025-08-06,49,4.2,No,
FB000724,Tops,Mango,Otoño,L,Pink,108.75,0.0,108.75,2025-08-06,38,3.8,No,
FB000725,Vestidos,Uniqlo,Primavera,S,Red,156.85,0.0,156.85,2025-04-01,48,3.4,No,
FB000726,Ropa de abrigo,Uniqlo,Primavera,XS,Brown,168.13,0.0,168.13,2025-04-18,42,2.5,No,
FB000727,Zapatos,Forever21,Verano,S,Green,145.79,57.0,62.69,2025-08-06,46,,No,
FB000728,Pantalones,Gap,Invierno,S,White,54.14,0.0,54.14,2025-08-06,32,,No,
FB000729,Accesorios,Zara,Otoño,,Navy,45.64,0.0,45.64,2025-08-06,36,3.6,Si,Problema de tamaño
FB000730,Pantalones,Mango,Otoño,S,Red,46.76,0.0,46.76,2025-08-06,38,2.7,No,
FB000731,Vestidos,Banana Republic,Invierno,,Gray,75.23,0.0,75.23,2025-08-06,42,1.7,Si,Problema de calidad
FB000732,Vestidos,Mango,Verano,XL,White,70.38,0.0,70.38,2025-08-06,37,2.0,No,
FB000733,Pantalones,H&M,Verano,M,Pink,76.04,0.0,76.04,2025-08-06,13,4.4,No,
FB000734,Zapatos,Uniqlo,Verano,XS,Black,110.82,15.7,93.42,2025-08-06,43,,Si,Problema de tamaño
FB000735,Accesorios,Forever21,Otoño,,Navy,47.47,0.0,47.47,2025-08-06,42,4.7,No,
FB000736,Accesorios,Gap,Primavera,,Red,79.94,0.0,79.94,2025-07-31,26,3.8,No,
FB000737,Pantalones,Banana Republic,Otoño,XXL,Navy,74.67,0.0,74.67,2025-08-06,15,4.6,No,
FB000738,Vestidos,Forever21,Otoño,XXL,Brown,63.79,35.5,41.14,2025-08-06,15,3.1,Si,Problema de calidad
FB000739,Pantalones,Ann Taylor,Otoño,XXL,Brown,49.6,0.0,49.6,2025-08-06,32,4.7,No,
FB000740,Tops,Zara,Primavera,XL,Red,57.91,0.0,57.91,2025-03-13,33,3.9,No,
FB000741,Vestidos,Uniqlo,Verano,XL,Pink,135.99,0.0,135.99,2025-08-06,34,3.0,No,
FB000742,Vestidos,Mango,Invierno,S,Purple,53.49,21.8,41.83,2025-08-06,41,2.1,No,
FB000743,Tops,Forever21,Verano,S,Pink,113.29,34.0,74.77,2025-08-06,10,,No,
FB000744,Tops,H&M,Invierno,L,White,110.87,6.0,104.22,2025-08-06,15,,No,
FB000745,Tops,Ann Taylor,Otoño,,Navy,94.3,0.0,94.3,2025-08-06,16,,No,
FB000746,Accesorios,Forever21,Primavera,,Red,37.94,0.0,37.94,2024-10-08,9,4.6,No,
FB000747,Ropa de abrigo,Ann Taylor,Invierno,XXL,Gray,200.24,23.0,154.18,2025-08-06,38,,No,
FB000748,Accesorios,Forever21,Invierno,,Purple,43.45,0.0,43.45,2025-08-06,50,4.0,No,
FB000749,Pantalones,Forever21,Verano,L,Red,76.92,9.6,69.54,2025-08-06,20,2.0,No,
FB000750,Accesorios,Forever21,Otoño,,White,21.09,0.0,21.09,2025-08-06,33,4.1,Si,Problema de tamaño
FB000751,Vestidos,Banana Republic,Invierno,XL,Green,55.47,0.0,55.47,2025-08-06,18,,No,
FB000752,Ropa de abrigo,H&M,Primavera,XXL,White,122.53,0.0,122.53,2024-09-21,25,,No,
FB000753,Accesorios,Uniqlo,Verano,,Beige,61.13,0.0,61.13,2025-08-06,34,2.6,No,
FB000754,Ropa de abrigo,Uniqlo,Primavera,XS,Brown,127.59,0.0,127.59,2025-05-08,1,4.9,No,
FB000755,Accesorios,Ann Taylor,Verano,,Navy,73.04,0.0,73.04,2025-08-06,44,4.2,No,
FB000756,Ropa de abrigo,Uniqlo,Invierno,XL,Beige,129.46,0.0,129.46,2025-08-06,32,4.0,No,
FB000757,Accesorios,Banana Republic,Invierno,,White,51.3,0.0,51.3,2025-08-06,33,,No,
FB000758,Vestidos,H&M,Primavera,L,Gray,173.0,0.0,173.0,2025-04-12,13,3.9,No,
FB000759,Accesorios,Uniqlo,Verano,,Green,70.72,0.0,70.72,2025-08-06,18,2.8,No,
FB000760,Vestidos,Forever21,Verano,S,Black,126.37,0.0,126.37,2025-08-06,42,2.0,No,
FB000761,Pantalones,Zara,Invierno,XXL,Blue,84.19,9.6,76.11,2025-08-06,45,2.1,No,
FB000762,Accesorios,Forever21,Verano,,Pink,59.39,44.6,32.9,2025-08-06,41,2.3,Si,Discrepancia de color
FB000763,Ropa de abrigo,Mango,Otoño,M,Green,195.38,0.3,194.79,2025-08-06,30,2.9,No,
FB000764,Vestidos,Gap,Primavera,S,White,107.64,7.5,99.57,2024-09-10,21,4.6,No,
FB000765,Zapatos,H&M,Primavera,L,Blue,63.12,0.0,63.12,2024-11-08,35,2.9,No,
FB000766,Pantalones,Gap,Otoño,L,Blue,58.91,0.0,58.91,2025-08-06,17,2.0,No,
FB000767,Pantalones,H&M,Verano,L,Green,93.27,0.0,93.27,2025-08-06,18,3.7,No,
FB000768,Vestidos,Forever21,Primavera,XL,Green,147.88,36.8,93.46,2024-09-08,37,3.3,No,
FB000769,Tops,Uniqlo,Otoño,L,Gray,30.53,0.0,30.53,2025-08-06,25,2.5,No,
FB000770,Tops,Zara,Otoño,S,White,104.96,1.6,103.28,2025-08-06,33,2.0,No,
FB000771,Vestidos,H&M,Invierno,XS,Blue,75.52,0.0,75.52,2025-08-06,2,2.8,No,
FB000772,Pantalones,Gap,Invierno,M,Red,54.7,0.0,54.7,2025-08-06,18,4.2,No,
FB000773,Zapatos,Ann Taylor,Verano,XS,Black,126.25,25.9,93.55,2025-08-06,40,1.5,Si,Problema de tamaño
FB000774,Zapatos,Banana Republic,Verano,XS,Blue,63.86,52.8,30.14,2025-08-06,23,,No,
FB000775,Accesorios,Uniqlo,Invierno,,Red,75.93,0.0,75.93,2025-08-06,32,3.1,No,
FB000776,Tops,Zara,Otoño,M,Brown,82.51,27.3,59.98,2025-08-06,9,3.8,No,
FB000777,Pantalones,Banana Republic,Otoño,XXL,Green,46.02,0.0,46.02,2025-08-06,21,1.1,No,
FB000778,Vestidos,Mango,Invierno,XXL,Brown,125.67,45.5,68.49,2025-08-06,27,1.6,No,
FB000779,Zapatos,Mango,Invierno,S,Red,65.61,50.7,32.35,2025-08-06,23,1.1,No,
FB000780,Vestidos,Banana Republic,Verano,XS,Beige,91.61,0.0,91.61,2025-08-06,31,1.4,No,
FB000781,Ropa de abrigo,H&M,Verano,XS,Pink,162.78,0.0,162.78,2025-08-06,0,,No,
FB000782,Ropa de abrigo,Mango,Invierno,M,Gray,134.35,35.3,86.92,2025-08-06,36,,No,
FB000783,Pantalones,Mango,Primavera,,Gray,77.74,38.8,47.58,2025-07-11,23,4.3,No,
FB000784,Accesorios,Gap,Verano,,Brown,49.33,59.9,19.78,2025-08-06,47,,No,
FB000785,Ropa de abrigo,Forever21,Verano,S,Gray,231.52,17.3,191.47,2025-08-06,49,2.1,No,
FB000786,Ropa de abrigo,Gap,Invierno,XL,White,140.1,0.0,140.1,2025-08-06,14,3.9,No,
FB000787,Vestidos,Ann Taylor,Verano,S,Pink,117.38,27.8,84.75,2025-08-06,34,2.8,Si,Problema de calidad
FB000788,Tops,Ann Taylor,Primavera,S,Purple,83.98,0.0,83.98,2024-08-29,23,1.9,No,
FB000789,Vestidos,H&M,Primavera,XL,Navy,111.67,53.5,51.93,2025-02-05,19,,No,
FB000790,Pantalones,H&M,Verano,S,White,25.16,0.0,25.16,2025-08-06,37,2.8,No,
FB000791,Ropa de abrigo,Banana Republic,Otoño,XL,Blue,175.82,23.0,135.38,2025-08-06,1,3.7,No,
FB000792,Tops,Mango,Verano,XS,Green,53.25,37.5,33.28,2025-08-06,33,4.3,No,
FB000793,Ropa de abrigo,Banana Republic,Otoño,M,Purple,215.19,43.0,122.66,2025-08-06,48,2.5,No,
FB000794,Pantalones,Zara,Verano,S,Pink,78.41,20.7,62.18,2025-08-06,9,4.4,No,
